exercise_id,name,body_part,equipment,level,type,desc,text
ex_0942,Bench press,Chest,Barbell,Intermediate,Strength,"The bench press is a popular barbell exercise that builds strength and muscle in the chest, triceps, and shoulders. It is a popular way to measure overall upper-body strength, and is contested in the sport of powerlifting. When many people think of lifting, the bench press is often the first exercise that comes to mind. It can be performed for low reps for strength, higher reps for muscle, or for higher reps to build or measure strength endurance, like in the 225-pound bench press rep test in the NFL combine.","Bench press targeting Chest using Barbell at Intermediate level. The bench press is a popular barbell exercise that builds strength and muscle in the chest, triceps, and shoulders. It is a popular way to measure overall upper-body strength, and is contested in the sport of powerlifting. When many people think of lifting, the bench press is often the first exercise that comes to mind. It can be performed for low reps for strength, higher reps for muscle, or for higher reps to build or measure strength endurance, like in the 225-pound bench press rep test in the NFL combine."
ex_0943,TBS Close-Grip Bench Press,Chest,Barbell,Intermediate,Strength,The close-grip bench pressis a compound exercise targeting the triceps and chest. The main difference between this exercise and the standard bench press is that the hands and elbows are placed closer together.,TBS Close-Grip Bench Press targeting Chest using Barbell at Intermediate level. The close-grip bench pressis a compound exercise targeting the triceps and chest. The main difference between this exercise and the standard bench press is that the hands and elbows are placed closer together.
ex_0944,AM Flat Bench Barbell Press,Chest,Barbell,Intermediate,Strength,"The bench press is a compound exercise that builds strength and muscle in the chest and triceps. When many people think of listing, the bench press is often the first exercise that comes to mind","AM Flat Bench Barbell Press targeting Chest using Barbell at Intermediate level. The bench press is a compound exercise that builds strength and muscle in the chest and triceps. When many people think of listing, the bench press is often the first exercise that comes to mind"
ex_0945,UP Bench Press,Chest,Barbell,Intermediate,Strength,"The bench press is a compound exercise that builds strength and muscle in the chest and triceps. When many people think of listing, the bench press is often the first exercise that comes to mind","UP Bench Press targeting Chest using Barbell at Intermediate level. The bench press is a compound exercise that builds strength and muscle in the chest and triceps. When many people think of listing, the bench press is often the first exercise that comes to mind"
ex_0946,UP Close-Grip Bench Press,Chest,Barbell,Intermediate,Strength,The close-grip bench pressis a compound exercise targeting the triceps and chest. The main difference between this exercise and the standard bench press is that the hands and elbows are placed closer together.,UP Close-Grip Bench Press targeting Chest using Barbell at Intermediate level. The close-grip bench pressis a compound exercise targeting the triceps and chest. The main difference between this exercise and the standard bench press is that the hands and elbows are placed closer together.
ex_0947,King Maker Barbell Bench Press,Chest,Barbell,Intermediate,Strength,"The bench press is a compound exercise that builds strength and muscle in the chest and triceps. When many people think of listing, the bench press is often the first exercise that comes to mind","King Maker Barbell Bench Press targeting Chest using Barbell at Intermediate level. The bench press is a compound exercise that builds strength and muscle in the chest and triceps. When many people think of listing, the bench press is often the first exercise that comes to mind"
ex_0948,King Maker Incline Barbell Bench Press,Chest,Barbell,Intermediate,Strength,The incline bench press is an upper body compound movement that targets the upper chest.,King Maker Incline Barbell Bench Press targeting Chest using Barbell at Intermediate level. The incline bench press is an upper body compound movement that targets the upper chest.
ex_0949,30 Chest Incline Barbell Bench Press,Chest,Barbell,Intermediate,Strength,30 Chest Incline Barbell Bench Press is a intermediate-level strength exercise targeting chest.,30 Chest Incline Barbell Bench Press targeting Chest using Barbell at Intermediate level. 30 Chest Incline Barbell Bench Press is a intermediate-level strength exercise targeting chest.
ex_0950,30 Chest Barbell Bench Press,Chest,Barbell,Intermediate,Strength,30 Chest Barbell Bench Press is a intermediate-level strength exercise targeting chest.,30 Chest Barbell Bench Press targeting Chest using Barbell at Intermediate level. 30 Chest Barbell Bench Press is a intermediate-level strength exercise targeting chest.
ex_0951,30 Chest 30-Degree Incline Dumbbell Press,Chest,Barbell,Intermediate,Strength,30 Chest 30-Degree Incline Dumbbell Press is a intermediate-level strength exercise targeting chest.,30 Chest 30-Degree Incline Dumbbell Press targeting Chest using Barbell at Intermediate level. 30 Chest 30-Degree Incline Dumbbell Press is a intermediate-level strength exercise targeting chest.
ex_0952,Spoto press,Chest,Barbell,Intermediate,Strength,"The Spoto press is a variation of the popular barbell exercise the bench press that builds strength and muscle in the chest, triceps, and shoulders. It differs from the bench press in that the lifter pauses for a few seconds at the bottom of the movement before pressing the bar back up. This pause removes all momentum and increases the time under tension for the chest and shoulder muscles to help develop upper-body musculature and strength.","Spoto press targeting Chest using Barbell at Intermediate level. The Spoto press is a variation of the popular barbell exercise the bench press that builds strength and muscle in the chest, triceps, and shoulders. It differs from the bench press in that the lifter pauses for a few seconds at the bottom of the movement before pressing the bar back up. This pause removes all momentum and increases the time under tension for the chest and shoulder muscles to help develop upper-body musculature and strength."
ex_0953,Kettlebell plyo push-up,Chest,Kettlebells,Intermediate,Strength,"The kettlebell plyo push-up is an explosive upper-body movement that uses a kettlebell primarily as a platform for the hands. A short step, dumbbell, or other stationary object could also be used in place of the kettlebell. It can be performed for reps or time, either for low reps to build explosive power or for higher reps for conditioning.","Kettlebell plyo push-up targeting Chest using Kettlebells at Intermediate level. The kettlebell plyo push-up is an explosive upper-body movement that uses a kettlebell primarily as a platform for the hands. A short step, dumbbell, or other stationary object could also be used in place of the kettlebell. It can be performed for reps or time, either for low reps to build explosive power or for higher reps for conditioning."
